resource,path,palette,tag,template_resref,original_base,original_label,original_limit,role,action,shop_copies,planned_base
cnr_e_44,src/cnr/uti/cnr_e_44.uti.json,CNR - Arcano,cnr_e_44,cnr_e_44,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_45,src/cnr/uti/cnr_e_45.uti.json,CNR - Arcano,cnr_e_45,cnr_e_45,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_46,src/cnr/uti/cnr_e_46.uti.json,CNR - Arcano,cnr_e_46,cnr_e_46,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_47,src/cnr/uti/cnr_e_47.uti.json,CNR - Arcano,cnr_e_47,cnr_e_47,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_48,src/cnr/uti/cnr_e_48.uti.json,CNR - Arcano,cnr_e_48,cnr_e_48,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_49,src/cnr/uti/cnr_e_49.uti.json,CNR - Arcano,cnr_e_49,cnr_e_49,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_5,src/cnr/uti/cnr_e_5.uti.json,CNR - Arcano,cnr_e_5,cnr_e_5,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_50,src/cnr/uti/cnr_e_50.uti.json,CNR - Arcano,cnr_e_50,cnr_e_50,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_51,src/cnr/uti/cnr_e_51.uti.json,CNR - Arcano,cnr_e_51,cnr_e_51,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_52,src/cnr/uti/cnr_e_52.uti.json,CNR - Arcano,cnr_e_52,cnr_e_52,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_53,src/cnr/uti/cnr_e_53.uti.json,CNR - Arcano,cnr_e_53,cnr_e_53,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_54,src/cnr/uti/cnr_e_54.uti.json,CNR - Arcano,cnr_e_54,cnr_e_54,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_55,src/cnr/uti/cnr_e_55.uti.json,CNR - Arcano,cnr_e_55,cnr_e_55,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_56,src/cnr/uti/cnr_e_56.uti.json,CNR - Arcano,cnr_e_56,cnr_e_56,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_57,src/cnr/uti/cnr_e_57.uti.json,CNR - Arcano,cnr_e_57,cnr_e_57,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_58,src/cnr/uti/cnr_e_58.uti.json,CNR - Arcano,cnr_e_58,cnr_e_58,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_59,src/cnr/uti/cnr_e_59.uti.json,CNR - Arcano,cnr_e_59,cnr_e_59,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_6,src/cnr/uti/cnr_e_6.uti.json,CNR - Arcano,cnr_e_6,cnr_e_6,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_60,src/cnr/uti/cnr_e_60.uti.json,CNR - Arcano,cnr_e_60,cnr_e_60,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_61,src/cnr/uti/cnr_e_61.uti.json,CNR - Arcano,cnr_e_61,cnr_e_61,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_62,src/cnr/uti/cnr_e_62.uti.json,CNR - Arcano,cnr_e_62,cnr_e_62,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_63,src/cnr/uti/cnr_e_63.uti.json,CNR - Arcano,cnr_e_63,cnr_e_63,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_64,src/cnr/uti/cnr_e_64.uti.json,CNR - Arcano,cnr_e_64,cnr_e_64,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_65,src/cnr/uti/cnr_e_65.uti.json,CNR - Arcano,cnr_e_65,cnr_e_65,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_66,src/cnr/uti/cnr_e_66.uti.json,CNR - Arcano,cnr_e_66,cnr_e_66,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_67,src/cnr/uti/cnr_e_67.uti.json,CNR - Arcano,cnr_e_67,cnr_e_67,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_68,src/cnr/uti/cnr_e_68.uti.json,CNR - Arcano,cnr_e_68,cnr_e_68,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_69,src/cnr/uti/cnr_e_69.uti.json,CNR - Arcano,cnr_e_69,cnr_e_69,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_7,src/cnr/uti/cnr_e_7.uti.json,CNR - Arcano,cnr_e_7,cnr_e_7,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_70,src/cnr/uti/cnr_e_70.uti.json,CNR - Arcano,cnr_e_70,cnr_e_70,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_71,src/cnr/uti/cnr_e_71.uti.json,CNR - Arcano,cnr_e_71,cnr_e_71,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_72,src/cnr/uti/cnr_e_72.uti.json,CNR - Arcano,cnr_e_72,cnr_e_72,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_73,src/cnr/uti/cnr_e_73.uti.json,CNR - Arcano,cnr_e_73,cnr_e_73,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_74,src/cnr/uti/cnr_e_74.uti.json,CNR - Arcano,cnr_e_74,cnr_e_74,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_75,src/cnr/uti/cnr_e_75.uti.json,CNR - Arcano,cnr_e_75,cnr_e_75,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_76,src/cnr/uti/cnr_e_76.uti.json,CNR - Arcano,cnr_e_76,cnr_e_76,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_77,src/cnr/uti/cnr_e_77.uti.json,CNR - Arcano,cnr_e_77,cnr_e_77,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_78,src/cnr/uti/cnr_e_78.uti.json,CNR - Arcano,cnr_e_78,cnr_e_78,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_79,src/cnr/uti/cnr_e_79.uti.json,CNR - Arcano,cnr_e_79,cnr_e_79,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_8,src/cnr/uti/cnr_e_8.uti.json,CNR - Arcano,cnr_e_8,cnr_e_8,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_80,src/cnr/uti/cnr_e_80.uti.json,CNR - Arcano,cnr_e_80,cnr_e_80,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_81,src/cnr/uti/cnr_e_81.uti.json,CNR - Arcano,cnr_e_81,cnr_e_81,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_82,src/cnr/uti/cnr_e_82.uti.json,CNR - Arcano,cnr_e_82,cnr_e_82,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_83,src/cnr/uti/cnr_e_83.uti.json,CNR - Arcano,cnr_e_83,cnr_e_83,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_84,src/cnr/uti/cnr_e_84.uti.json,CNR - Arcano,cnr_e_84,cnr_e_84,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_85,src/cnr/uti/cnr_e_85.uti.json,CNR - Arcano,cnr_e_85,cnr_e_85,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_86,src/cnr/uti/cnr_e_86.uti.json,CNR - Arcano,cnr_e_86,cnr_e_86,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_87,src/cnr/uti/cnr_e_87.uti.json,CNR - Arcano,cnr_e_87,cnr_e_87,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_88,src/cnr/uti/cnr_e_88.uti.json,CNR - Arcano,cnr_e_88,cnr_e_88,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_89,src/cnr/uti/cnr_e_89.uti.json,CNR - Arcano,cnr_e_89,cnr_e_89,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_9,src/cnr/uti/cnr_e_9.uti.json,CNR - Arcano,cnr_e_9,cnr_e_9,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_90,src/cnr/uti/cnr_e_90.uti.json,CNR - Arcano,cnr_e_90,cnr_e_90,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_91,src/cnr/uti/cnr_e_91.uti.json,CNR - Arcano,cnr_e_91,cnr_e_91,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_92,src/cnr/uti/cnr_e_92.uti.json,CNR - Arcano,cnr_e_92,cnr_e_92,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_93,src/cnr/uti/cnr_e_93.uti.json,CNR - Arcano,cnr_e_93,cnr_e_93,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_94,src/cnr/uti/cnr_e_94.uti.json,CNR - Arcano,cnr_e_94,cnr_e_94,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_95,src/cnr/uti/cnr_e_95.uti.json,CNR - Arcano,cnr_e_95,cnr_e_95,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_96,src/cnr/uti/cnr_e_96.uti.json,CNR - Arcano,cnr_e_96,cnr_e_96,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_e_97,src/cnr/uti/cnr_e_97.uti.json,CNR - Arcano,cnr_e_97,cnr_e_97,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_e_98,src/cnr/uti/cnr_e_98.uti.json,CNR - Arcano,cnr_e_98,cnr_e_98,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_e_99,src/cnr/uti/cnr_e_99.uti.json,CNR - Arcano,cnr_e_99,cnr_e_99,211,miscsmall3,1,material_or_consumable,dedicated_stack_10,0,532
cnr_g_amar,src/cnr/uti/cnr_g_amar.uti.json,CNR - Joyeria,cnr_g_amar,cnr_g_amar,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_amat,src/cnr/uti/cnr_g_amat.uti.json,CNR - Joyeria,cnr_g_amat,cnr_g_amat,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_aza,src/cnr/uti/cnr_g_aza.uti.json,CNR - Joyeria,cnr_g_aza,cnr_g_aza,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_barra,src/cnr/uti/cnr_g_barra.uti.json,CNR - Joyeria,cnr_g_barra,cnr_g_barra,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_bel,src/cnr/uti/cnr_g_bel.uti.json,CNR - Joyeria,cnr_g_bel,cnr_g_bel,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_cor,src/cnr/uti/cnr_g_cor.uti.json,CNR - Joyeria,cnr_g_cor,cnr_g_cor,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_cuar,src/cnr/uti/cnr_g_cuar.uti.json,CNR - Joyeria,cnr_g_cuar,cnr_g_cuar,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_diam,src/cnr/uti/cnr_g_diam.uti.json,CNR - Joyeria,cnr_g_diam,cnr_g_diam,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_esme,src/cnr/uti/cnr_g_esme.uti.json,CNR - Joyeria,cnr_g_esme,cnr_g_esme,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_jac,src/cnr/uti/cnr_g_jac.uti.json,CNR - Joyeria,cnr_g_jac,cnr_g_jac,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_jade,src/cnr/uti/cnr_g_jade.uti.json,CNR - Joyeria,cnr_g_jade,cnr_g_jade,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_lagrey,src/cnr/uti/cnr_g_lagrey.uti.json,CNR - Joyeria,cnr_g_lagrey,cnr_g_lagrey,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_lagroj,src/cnr/uti/cnr_g_lagroj.uti.json,CNR - Joyeria,cnr_g_lagroj,cnr_g_lagroj,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_obs,src/cnr/uti/cnr_g_obs.uti.json,CNR - Joyeria,cnr_g_obs,cnr_g_obs,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_opalo,src/cnr/uti/cnr_g_opalo.uti.json,CNR - Joyeria,cnr_g_opalo,cnr_g_opalo,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_opaloa,src/cnr/uti/cnr_g_opaloa.uti.json,CNR - Joyeria,cnr_g_opaloa,cnr_g_opaloa,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_opalof,src/cnr/uti/cnr_g_opalof.uti.json,CNR - Joyeria,cnr_g_opalof,cnr_g_opalof,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_opalon,src/cnr/uti/cnr_g_opalon.uti.json,CNR - Joyeria,cnr_g_opalon,cnr_g_opalon,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_orblen,src/cnr/uti/cnr_g_orblen.uti.json,CNR - Joyeria,cnr_g_orblen,cnr_g_orblen,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_orlo,src/cnr/uti/cnr_g_orlo.uti.json,CNR - Joyeria,cnr_g_orlo,cnr_g_orlo,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_pic,src/cnr/uti/cnr_g_pic.uti.json,CNR - Joyeria,cnr_g_pic,cnr_g_pic,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_rubi,src/cnr/uti/cnr_g_rubi.uti.json,CNR - Joyeria,cnr_g_rubi,cnr_g_rubi,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_rubie,src/cnr/uti/cnr_g_rubie.uti.json,CNR - Joyeria,cnr_g_rubie,cnr_g_rubie,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_top,src/cnr/uti/cnr_g_top.uti.json,CNR - Joyeria,cnr_g_top,cnr_g_top,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_zaf,src/cnr/uti/cnr_g_zaf.uti.json,CNR - Joyeria,cnr_g_zaf,cnr_g_zaf,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_zafe,src/cnr/uti/cnr_g_zafe.uti.json,CNR - Joyeria,cnr_g_zafe,cnr_g_zafe,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_zafn,src/cnr/uti/cnr_g_zafn.uti.json,CNR - Joyeria,cnr_g_zafn,cnr_g_zafn,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_g_zen,src/cnr/uti/cnr_g_zen.uti.json,CNR - Joyeria,cnr_g_zen,cnr_g_zen,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_j_am_amar,src/cnr/uti/cnr_j_am_amar.uti.json,CNR - Joyeria,cnr_j_am_amar,cnr_j_am_amar,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_amat,src/cnr/uti/cnr_j_am_amat.uti.json,CNR - Joyeria,cnr_j_am_amat,cnr_j_am_amat,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_aza,src/cnr/uti/cnr_j_am_aza.uti.json,CNR - Joyeria,cnr_j_am_aza,cnr_j_am_aza,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_barra,src/cnr/uti/cnr_j_am_barra.uti.json,CNR - Joyeria,cnr_j_am_barra,cnr_j_am_barra,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_bel,src/cnr/uti/cnr_j_am_bel.uti.json,CNR - Joyeria,cnr_j_am_bel,cnr_j_am_bel,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_cor,src/cnr/uti/cnr_j_am_cor.uti.json,CNR - Joyeria,cnr_j_am_cor,cnr_j_am_cor,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_cuar,src/cnr/uti/cnr_j_am_cuar.uti.json,CNR - Joyeria,cnr_j_am_cuar,cnr_j_am_cuar,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_diam,src/cnr/uti/cnr_j_am_diam.uti.json,CNR - Joyeria,cnr_j_am_diam,cnr_j_am_diam,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_esme,src/cnr/uti/cnr_j_am_esme.uti.json,CNR - Joyeria,cnr_j_am_esme,cnr_j_am_esme,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_jac,src/cnr/uti/cnr_j_am_jac.uti.json,CNR - Joyeria,cnr_j_am_jac,cnr_j_am_jac,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_jade,src/cnr/uti/cnr_j_am_jade.uti.json,CNR - Joyeria,cnr_j_am_jade,cnr_j_am_jade,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_lagrey,src/cnr/uti/cnr_j_am_lagrey.uti.json,CNR - Joyeria,cnr_j_am_lagrey,cnr_j_am_lagrey,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_lagroj,src/cnr/uti/cnr_j_am_lagroj.uti.json,CNR - Joyeria,cnr_j_am_lagroj,cnr_j_am_lagroj,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_obs,src/cnr/uti/cnr_j_am_obs.uti.json,CNR - Joyeria,cnr_j_am_obs,cnr_j_am_obs,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_opalo,src/cnr/uti/cnr_j_am_opalo.uti.json,CNR - Joyeria,cnr_j_am_opalo,cnr_j_am_opalo,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_opaloa,src/cnr/uti/cnr_j_am_opaloa.uti.json,CNR - Joyeria,cnr_j_am_opaloa,cnr_j_am_opaloa,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_opalof,src/cnr/uti/cnr_j_am_opalof.uti.json,CNR - Joyeria,cnr_j_am_opalof,cnr_j_am_opalof,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_opalon,src/cnr/uti/cnr_j_am_opalon.uti.json,CNR - Joyeria,cnr_j_am_opalon,cnr_j_am_opalon,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_orblen,src/cnr/uti/cnr_j_am_orblen.uti.json,CNR - Joyeria,cnr_j_am_orblen,cnr_j_am_orblen,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_orlo,src/cnr/uti/cnr_j_am_orlo.uti.json,CNR - Joyeria,cnr_j_am_orlo,cnr_j_am_orlo,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_pic,src/cnr/uti/cnr_j_am_pic.uti.json,CNR - Joyeria,cnr_j_am_pic,cnr_j_am_pic,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_rubi,src/cnr/uti/cnr_j_am_rubi.uti.json,CNR - Joyeria,cnr_j_am_rubi,cnr_j_am_rubi,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_rubie,src/cnr/uti/cnr_j_am_rubie.uti.json,CNR - Joyeria,cnr_j_am_rubie,cnr_j_am_rubie,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_top,src/cnr/uti/cnr_j_am_top.uti.json,CNR - Joyeria,cnr_j_am_top,cnr_j_am_top,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_zaf,src/cnr/uti/cnr_j_am_zaf.uti.json,CNR - Joyeria,cnr_j_am_zaf,cnr_j_am_zaf,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_zafe,src/cnr/uti/cnr_j_am_zafe.uti.json,CNR - Joyeria,cnr_j_am_zafe,cnr_j_am_zafe,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_zafn,src/cnr/uti/cnr_j_am_zafn.uti.json,CNR - Joyeria,cnr_j_am_zafn,cnr_j_am_zafn,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_am_zen,src/cnr/uti/cnr_j_am_zen.uti.json,CNR - Joyeria,cnr_j_am_zen,cnr_j_am_zen,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_j_an_amar,src/cnr/uti/cnr_j_an_amar.uti.json,CNR - Joyeria,cnr_j_an_amar,cnr_j_an_amar,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_amat,src/cnr/uti/cnr_j_an_amat.uti.json,CNR - Joyeria,cnr_j_an_amat,cnr_j_an_amat,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_aza,src/cnr/uti/cnr_j_an_aza.uti.json,CNR - Joyeria,cnr_j_an_aza,cnr_j_an_aza,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_barra,src/cnr/uti/cnr_j_an_barra.uti.json,CNR - Joyeria,cnr_j_an_barra,cnr_j_an_barra,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_bel,src/cnr/uti/cnr_j_an_bel.uti.json,CNR - Joyeria,cnr_j_an_bel,cnr_j_an_bel,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_cor,src/cnr/uti/cnr_j_an_cor.uti.json,CNR - Joyeria,cnr_j_an_cor,cnr_j_an_cor,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_cuar,src/cnr/uti/cnr_j_an_cuar.uti.json,CNR - Joyeria,cnr_j_an_cuar,cnr_j_an_cuar,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_diam,src/cnr/uti/cnr_j_an_diam.uti.json,CNR - Joyeria,cnr_j_an_diam,cnr_j_an_diam,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_esme,src/cnr/uti/cnr_j_an_esme.uti.json,CNR - Joyeria,cnr_j_an_esme,cnr_j_an_esme,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_jac,src/cnr/uti/cnr_j_an_jac.uti.json,CNR - Joyeria,cnr_j_an_jac,cnr_j_an_jac,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_jade,src/cnr/uti/cnr_j_an_jade.uti.json,CNR - Joyeria,cnr_j_an_jade,cnr_j_an_jade,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_lagrey,src/cnr/uti/cnr_j_an_lagrey.uti.json,CNR - Joyeria,cnr_j_an_lagrey,cnr_j_an_lagrey,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_lagroj,src/cnr/uti/cnr_j_an_lagroj.uti.json,CNR - Joyeria,cnr_j_an_lagroj,cnr_j_an_lagroj,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_obs,src/cnr/uti/cnr_j_an_obs.uti.json,CNR - Joyeria,cnr_j_an_obs,cnr_j_an_obs,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_opalo,src/cnr/uti/cnr_j_an_opalo.uti.json,CNR - Joyeria,cnr_j_an_opalo,cnr_j_an_opalo,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_opaloa,src/cnr/uti/cnr_j_an_opaloa.uti.json,CNR - Joyeria,cnr_j_an_opaloa,cnr_j_an_opaloa,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_opalof,src/cnr/uti/cnr_j_an_opalof.uti.json,CNR - Joyeria,cnr_j_an_opalof,cnr_j_an_opalof,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_opalon,src/cnr/uti/cnr_j_an_opalon.uti.json,CNR - Joyeria,cnr_j_an_opalon,cnr_j_an_opalon,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_orblen,src/cnr/uti/cnr_j_an_orblen.uti.json,CNR - Joyeria,cnr_j_an_orblen,cnr_j_an_orblen,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_orlo,src/cnr/uti/cnr_j_an_orlo.uti.json,CNR - Joyeria,cnr_j_an_orlo,cnr_j_an_orlo,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_pic,src/cnr/uti/cnr_j_an_pic.uti.json,CNR - Joyeria,cnr_j_an_pic,cnr_j_an_pic,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_rubi,src/cnr/uti/cnr_j_an_rubi.uti.json,CNR - Joyeria,cnr_j_an_rubi,cnr_j_an_rubi,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_rubie,src/cnr/uti/cnr_j_an_rubie.uti.json,CNR - Joyeria,cnr_j_an_rubie,cnr_j_an_rubie,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_top,src/cnr/uti/cnr_j_an_top.uti.json,CNR - Joyeria,cnr_j_an_top,cnr_j_an_top,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_zaf,src/cnr/uti/cnr_j_an_zaf.uti.json,CNR - Joyeria,cnr_j_an_zaf,cnr_j_an_zaf,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_zafe,src/cnr/uti/cnr_j_an_zafe.uti.json,CNR - Joyeria,cnr_j_an_zafe,cnr_j_an_zafe,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_zafn,src/cnr/uti/cnr_j_an_zafn.uti.json,CNR - Joyeria,cnr_j_an_zafn,cnr_j_an_zafn,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_j_an_zen,src/cnr/uti/cnr_j_an_zen.uti.json,CNR - Joyeria,cnr_j_an_zen,cnr_j_an_zen,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_m_cu_bestia,src/cnr/uti/cnr_m_cu_bestia.uti.json,CNR - Peleteria,cnr_m_cu_bestia,cnr_m_cu_bestia,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_bestiag,src/cnr/uti/cnr_m_cu_bestiag.uti.json,CNR - Peleteria,cnr_m_cu_bestiag,cnr_m_cu_bestiag,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_dracoa,src/cnr/uti/cnr_m_cu_dracoa.uti.json,CNR - Peleteria,cnr_m_cu_dracoa,cnr_m_cu_dracoa,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_dracof,src/cnr/uti/cnr_m_cu_dracof.uti.json,CNR - Peleteria,cnr_m_cu_dracof,cnr_m_cu_dracof,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_dracoh,src/cnr/uti/cnr_m_cu_dracoh.uti.json,CNR - Peleteria,cnr_m_cu_dracoh,cnr_m_cu_dracoh,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_dracor,src/cnr/uti/cnr_m_cu_dracor.uti.json,CNR - Peleteria,cnr_m_cu_dracor,cnr_m_cu_dracor,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
